ImageFile,FD,Contrast,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,end_instructions.keys,end_instructions.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,Fatigue.response,Fatigue.rt,key_resp_5.keys,key_resp_5.rt,n_objets.response,reaction_time.keys,vividness.response,vividness.rt,reaction_time.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
images/fcloud_D1.3_10.tif,1.3,0,,,,,,,,,,,,,0,42,42,23,,,,,,,,,,,3,space,5,0.802,3.66189383212,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D0.8_7.tif,0.8,2,,,,,,,,,,,,,0,43,43,96,,,,,,,,,,,1,space,5,0.568,1.85614463466,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.9_8.tif,1.9,0,,,,,,,,,,,,,0,44,44,45,,,,,,,,,,,None,None,None,9.762,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.4_8.tif,1.4,1,,,,,,,,,,,,,0,45,45,73,,,,,,,,,,,2,space,3,0.933,3.64922184838,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.2_9.tif,1.2,0,,,,,,,,,,,,,0,46,46,18,,,,,,,,,,,1,space,2,0.936,4.97018631946,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.3_10.tif,1.3,2,,,,,,,,,,,,,0,47,47,119,,,,,,,,,,,None,None,None,10.06,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.2_9.tif,1.2,1,,,,,,,,,,,,,0,48,48,66,,,,,,,,,,,1,space,3,0.651,4.67324829142,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D0.8_9.tif,0.8,2,,,,,,,,,,,,,0,49,49,98,,,,,,,,,,,1,space,2,1.384,4.28569923123,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.3_8.tif,1.3,0,,,,,,,,,,,,,0,50,50,21,,,,,,,,,,,2,space,3,2.021,2.90811308194,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.1_8.tif,1.1,1,,,,,,,,,,,,,0,51,51,61,,,,,,,,,,,None,None,None,11.526,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1_8.tif,1.0,0,,,,,,,,,,,,,0,52,52,9,,,,,,,,,,,2,space,5,0.634,3.76566674293,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.8_7.tif,1.8,2,,,,,,,,,,,,,0,53,53,136,,,,,,,,,,,2,space,5,0.486,3.92864908767,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.8_9.tif,1.8,2,,,,,,,,,,,,,0,54,54,138,,,,,,,,,,,3,space,3,1.667,6.36789671596,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.1_10.tif,1.1,2,,,,,,,,,,,,,0,55,55,111,,,,,,,,,,,None,None,None,10.742,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.5_7.tif,1.5,2,,,,,,,,,,,,,0,56,56,124,,,,,,,,,,,1,space,5,1.384,6.60488455597,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1_9.tif,1.0,2,,,,,,,,,,,,,0,57,57,106,,,,,,,,,,,1,space,2,0.67,7.81563551404,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.3_9.tif,1.3,1,,,,,,,,,,,,,0,58,58,70,,,,,,,,,,,1,space,2,2.45,2.03960643907,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.9_9.tif,1.9,0,,,,,,,,,,,,,0,59,59,46,,,,,,,,,,,None,None,None,12.258,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.8_8.tif,1.8,1,,,,,,,,,,,,,0,60,60,89,,,,,,,,,,,2,space,4,0.636,6.875575935,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D0.8_10.tif,0.8,1,,,,,,,,,,,,,0,61,61,51,,,,,,,,,,,1,space,4,3.667,7.96694674128,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.8_10.tif,1.8,0,,,,,,,,,,,,,0,62,62,43,,,,,,,,,,,1,space,4,0.984,6.05667462596,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.2_7.tif,1.2,2,,,,,,,,,,,,,0,63,63,112,,,,,,,,,,,1,space,2,0.587,7.73752065861,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.5_7.tif,1.5,0,,,,,,,,,,,,,0,64,64,28,,,,,,,,,,,None,None,None,9.696,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.2_8.tif,1.2,2,,,,,,,,,,,,,0,65,65,113,,,,,,,,,,,2,space,3,1.117,6.15577837007,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.5_10.tif,1.5,0,,,,,,,,,,,,,0,66,66,31,,,,,,,,,,,5,space,5,0.451,4.07952285363,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.7_8.tif,1.7,1,,,,,,,,,,,,,0,67,67,85,,,,,,,,,,,2,space,3,1.1,7.54849471679,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.1_7.tif,1.1,0,,,,,,,,,,,,,0,68,68,12,,,,,,,,,,,1,space,4,1.77,3.31499885622,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D0.8_9.tif,0.8,1,,,,,,,,,,,,,0,69,69,50,,,,,,,,,,,1,space,5,0.619,6.4419474481,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.7_8.tif,1.7,0,,,,,,,,,,,,,0,70,70,37,,,,,,,,,,,1,space,1,1.388,3.20828554756,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.4_8.tif,1.4,2,,,,,,,,,,,,,0,71,71,121,,,,,,,,,,,2,space,5,1.553,3.78811554943,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D0.9_9.tif,0.9,2,,,,,,,,,,,,,0,72,72,102,,,,,,,,,,,1,None,2,0.651,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.5_10.tif,1.5,1,,,,,,,,,,,,,0,73,73,79,,,,,,,,,,,3,space,3,0.786,6.19133456534,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.6_10.tif,1.6,1,,,,,,,,,,,,,0,74,74,83,,,,,,,,,,,None,None,None,9.893,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.4_10.tif,1.4,0,,,,,,,,,,,,,0,75,75,27,,,,,,,,,,,1,space,2,1.119,3.60356703156,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.1_9.tif,1.1,2,,,,,,,,,,,,,0,76,76,110,,,,,,,,,,,None,None,None,10.241,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.6_9.tif,1.6,0,,,,,,,,,,,,,0,77,77,34,,,,,,,,,,,5,space,5,0.568,4.50464320689,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.8_8.tif,1.8,2,,,,,,,,,,,,,0,78,78,137,,,,,,,,,,,1,space,3,2.917,7.48608374479,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.7_10.tif,1.7,1,,,,,,,,,,,,,0,79,79,87,,,,,,,,,,,1,space,3,0.885,7.20607305242,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.1_9.tif,1.1,0,,,,,,,,,,,,,0,80,80,14,,,,,,,,,,,3,space,4,1.202,4.31086533543,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.1_8.tif,1.1,2,,,,,,,,,,,,,0,81,81,109,,,,,,,,,,,1,None,2,0.452,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D0.9_10.tif,0.9,0,,,,,,,,,,,,,0,82,82,7,,,,,,,,,,,2,space,5,0.719,2.20816011803,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.8_9.tif,1.8,0,,,,,,,,,,,,,0,83,83,42,,,,,,,,,,,2,space,3,1.033,7.82953711867,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.3_9.tif,1.3,0,,,,,,,,,,,,,0,84,84,22,,,,,,,,,,,None,None,None,10.328,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.1_8.tif,1.1,0,,,,,,,,,,,,,0,85,85,13,,,,,,,,,,,1,space,5,1.352,5.09403052976,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.5_8.tif,1.5,0,,,,,,,,,,,,,0,86,86,29,,,,,,,,,,,1,space,4,1.554,3.52506560634,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.8_10.tif,1.8,1,,,,,,,,,,,,,0,87,87,91,,,,,,,,,,,1,space,5,1.65,4.83991692861,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.4_7.tif,1.4,1,,,,,,,,,,,,,0,88,88,72,,,,,,,,,,,1,space,5,0.653,3.11704582549,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.9_7.tif,1.9,0,,,,,,,,,,,,,0,89,89,44,,,,,,,,,,,1,space,2,0.769,6.62648619889,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.7_7.tif,1.7,1,,,,,,,,,,,,,0,90,90,84,,,,,,,,,,,1,None,2,2.566,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.2_7.tif,1.2,0,,,,,,,,,,,,,0,91,91,16,,,,,,,,,,,2,space,4,0.652,3.793329615,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1_9.tif,1.0,1,,,,,,,,,,,,,0,92,92,58,,,,,,,,,,,1,None,3,1.484,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.3_10.tif,1.3,1,,,,,,,,,,,,,0,93,93,71,,,,,,,,,,,None,None,None,10.675,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.1_9.tif,1.1,1,,,,,,,,,,,,,0,94,94,62,,,,,,,,,,,2,space,4,0.668,3.77041558822,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.3_7.tif,1.3,2,,,,,,,,,,,,,0,95,95,116,,,,,,,,,,,2,space,3,0.569,4.53216111532,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D0.9_7.tif,0.9,2,,,,,,,,,,,,,0,96,96,100,,,,,,,,,,,2,space,3,0.605,2.24991171094,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.7_7.tif,1.7,2,,,,,,,,,,,,,0,97,97,132,,,,,,,,,,,None,None,None,9.46,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.3_7.tif,1.3,0,,,,,,,,,,,,,0,98,98,20,,,,,,,,,,,4,space,5,0.706,2.13630645938,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1_8.tif,1.0,2,,,,,,,,,,,,,0,99,99,105,,,,,,,,,,,1,space,3,0.752,1.4916699866,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.6_10.tif,1.6,2,,,,,,,,,,,,,0,100,100,131,,,,,,,,,,,1,space,4,0.92,7.26973112323,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D0.9_7.tif,0.9,0,,,,,,,,,,,,,0,101,101,4,,,,,,,,,,,2,space,4,0.918,1.25005256216,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1_7.tif,1.0,1,,,,,,,,,,,,,0,102,102,56,,,,,,,,,,,5,space,5,0.784,2.04348498827,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.9_7.tif,1.9,2,,,,,,,,,,,,,0,103,103,140,,,,,,,,,,,2,space,4,0.768,4.57726692077,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.4_10.tif,1.4,2,,,,,,,,,,,,,0,104,104,123,,,,,,,,,,,None,None,None,9.843,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1_10.tif,1.0,1,,,,,,,,,,,,,0,105,105,59,,,,,,,,,,,None,None,None,18.438,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.9_9.tif,1.9,1,,,,,,,,,,,,,0,106,106,94,,,,,,,,,,,2,space,3,1.353,6.49469725983,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.6_9.tif,1.6,2,,,,,,,,,,,,,0,107,107,130,,,,,,,,,,,None,None,None,10.426,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.7_9.tif,1.7,2,,,,,,,,,,,,,0,108,108,134,,,,,,,,,,,None,None,None,19.536,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.8_10.tif,1.8,2,,,,,,,,,,,,,0,109,109,139,,,,,,,,,,,1,space,3,0.618,6.63470491924,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.3_8.tif,1.3,1,,,,,,,,,,,,,0,110,110,69,,,,,,,,,,,1,space,3,1.754,5.41959785434,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.1_7.tif,1.1,2,,,,,,,,,,,,,0,111,111,108,,,,,,,,,,,None,None,None,10.258,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.9_10.tif,1.9,0,,,,,,,,,,,,,0,112,112,47,,,,,,,,,,,5,space,5,0.618,3.99616822982,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.4_8.tif,1.4,0,,,,,,,,,,,,,0,113,113,25,,,,,,,,,,,2,space,5,1.085,5.53039482038,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.2_7.tif,1.2,1,,,,,,,,,,,,,0,114,114,64,,,,,,,,,,,4,space,4,0.468,4.98482302352,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.7_9.tif,1.7,0,,,,,,,,,,,,,0,115,115,38,,,,,,,,,,,4,space,5,0.968,1.73723792803,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.5_9.tif,1.5,0,,,,,,,,,,,,,0,116,116,30,,,,,,,,,,,2,space,3,1.085,1.83118158244,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.8_9.tif,1.8,1,,,,,,,,,,,,,0,117,117,90,,,,,,,,,,,2,space,3,0.769,2.66814988834,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.1_10.tif,1.1,0,,,,,,,,,,,,,0,118,118,15,,,,,,,,,,,3,space,5,0.835,1.60563764736,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D0.9_8.tif,0.9,1,,,,,,,,,,,,,0,119,119,53,,,,,,,,,,,1,space,4,0.836,5.59257189711,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D0.9_9.tif,0.9,0,,,,,,,,,,,,,0,120,120,6,,,,,,,,,,,None,None,None,9.344,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D0.8_10.tif,0.8,2,,,,,,,,,,,,,0,121,121,99,,,,,,,,,,,None,None,None,17.757,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D0.8_8.tif,0.8,2,,,,,,,,,,,,,0,122,122,97,,,,,,,,,,,3,space,5,0.99,2.24218956826,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.7_7.tif,1.7,0,,,,,,,,,,,,,0,123,123,36,,,,,,,,,,,None,space,None,10.126,2.34248797753,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.9_8.tif,1.9,2,,,,,,,,,,,,,0,124,124,141,,,,,,,,,,,None,None,None,19.039,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.7_8.tif,1.7,2,,,,,,,,,,,,,0,125,125,133,,,,,,,,,,,3,space,5,0.535,1.80907153853,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1_9.tif,1.0,0,,,,,,,,,,,,,0,126,126,10,,,,,,,,,,,1,None,2,0.736,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.6_7.tif,1.6,1,,,,,,,,,,,,,0,127,127,80,,,,,,,,,,,1,space,3,0.587,3.653714694,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.2_10.tif,1.2,2,,,,,,,,,,,,,0,128,128,115,,,,,,,,,,,1,space,1,0.42,3.22891151303,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1_10.tif,1.0,2,,,,,,,,,,,,,0,129,129,107,,,,,,,,,,,2,space,2,0.535,3.04737227646,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.6_10.tif,1.6,0,,,,,,,,,,,,,0,130,130,35,,,,,,,,,,,3,space,5,0.502,2.81328628011,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.1_7.tif,1.1,1,,,,,,,,,,,,,0,131,131,60,,,,,,,,,,,2,space,3,0.685,4.48710928563,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1_10.tif,1.0,0,,,,,,,,,,,,,0,132,132,11,,,,,,,,,,,2,space,4,2.167,1.89281838672,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.4_9.tif,1.4,1,,,,,,,,,,,,,0,133,133,74,,,,,,,,,,,None,None,None,11.109,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.5_9.tif,1.5,1,,,,,,,,,,,,,0,134,134,78,,,,,,,,,,,1,space,5,0.586,4.84766117571,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.4_10.tif,1.4,1,,,,,,,,,,,,,0,135,135,75,,,,,,,,,,,1,space,3,0.572,5.90324446169,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D0.9_10.tif,0.9,1,,,,,,,,,,,,,0,136,136,55,,,,,,,,,,,2,space,5,1.036,1.38569074933,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.2_10.tif,1.2,0,,,,,,,,,,,,,0,137,137,19,,,,,,,,,,,3,space,4,1.352,2.39815402648,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D0.8_7.tif,0.8,1,,,,,,,,,,,,,0,138,138,48,,,,,,,,,,,1,space,2,0.936,3.83053952703,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D0.8_7.tif,0.8,0,,,,,,,,,,,,,0,139,139,0,,,,,,,,,,,1,space,3,0.785,7.83701868335,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.2_9.tif,1.2,2,,,,,,,,,,,,,0,140,140,114,,,,,,,,,,,None,None,None,10.061,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.7_10.tif,1.7,2,,,,,,,,,,,,,0,141,141,135,,,,,,,,,,,2,space,4,0.986,4.38072086012,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.6_8.tif,1.6,2,,,,,,,,,,,,,0,142,142,129,,,,,,,,,,,1,space,4,0.852,3.16242099609,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.6_7.tif,1.6,0,,,,,,,,,,,,,0,143,143,32,,,,,,,,,,,None,None,None,9.225,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
,,,,,,,,,,,,,,,,,,,,,,,,,3,5.823,,,,,,,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
